UNIT;PLANT;COMPANY;MW;YEAR;FUEL;CITY;STATE;COUNTRY;CEC_PLANT_CODE;CEC_UNIT_CODE;COMMENT
HESHAN 11;HESHAN;GUANGXI GUIGUAN ELEC POWER CO;600;2013;COAL;Heshan City;Guangxi;CHINA;NA;NA;
HESHAN 12;HESHAN;GUANGXI GUIGUAN ELEC POWER CO;670;NA;COAL;Heshan City;Guangxi;CHINA;NA;NA;
HESHUYUAN 1;HESHUYUAN;GUANGDONG BAOLIHUA NEW ENERGY;135;2005;COAL;Mei County - Meixian City;Guangdong;CHINA;NA;NA;
HESHUYUAN 2;HESHUYUAN;GUANGDONG BAOLIHUA NEW ENERGY;135;2005;COAL;Mei County - Meixian City;Guangdong;CHINA;NA;NA;
HESHUYUAN 3;HESHUYUAN;GUANGDONG BAOLIHUA NEW ENERGY;300;2008;COAL;Mei County - Meixian City;Guangdong;CHINA;NA;NA;
HESHUYUAN 4;HESHUYUAN;GUANGDONG BAOLIHUA NEW ENERGY;300;2008;COAL;Mei County - Meixian City;Guangdong;CHINA;NA;NA;
HESHUYUAN 5;HESHUYUAN;GUANGDONG BAOLIHUA NEW ENERGY;300;2008;COAL;Mei County - Meixian City;Guangdong;CHINA;NA;NA;
HESHUYUAN 6;HESHUYUAN;GUANGDONG BAOLIHUA NEW ENERGY;300;2008;COAL;Mei County - Meixian City;Guangdong;CHINA;NA;NA;
HETIAN HUAWEI 1;HETIAN HUAWEI;HETIAN HUAWEI POWER CO LTD;135;2015;COAL;Hotan City - Hotan Prefecture;Xinjiang;CHINA;NA;NA;
HETIAN HUAWEI 2;HETIAN HUAWEI;HETIAN HUAWEI POWER CO LTD;135;2015;COAL;Hotan City - Hotan Prefecture;Xinjiang;CHINA;NA;NA;
HETIAN HUAWEI 3;HETIAN HUAWEI;HETIAN HUAWEI POWER CO LTD;300;NA;COAL;Hotan City - Hotan Prefecture;Xinjiang;CHINA;NA;NA;
HETIAN HUAWEI 4;HETIAN HUAWEI;HETIAN HUAWEI POWER CO LTD;300;NA;COAL;Hotan City - Hotan Prefecture;Xinjiang;CHINA;NA;NA;
HEZE 1;HEZE;CHINA NATL ENERGY INVEST GROUP;125;1990;COAL;Heze City;Shandong;CHINA;17023;1;assumption based on correct numbering of later units
HEZE 2;HEZE;CHINA NATL ENERGY INVEST GROUP;125;1992;COAL;Heze City;Shandong;CHINA;17023;2;assumption based on correct numbering of later units
HEZE 3;HEZE;CHINA NATL ENERGY INVEST GROUP;300;2003;COAL;Heze City;Shandong;CHINA;17023;3;
HEZE 4;HEZE;CHINA NATL ENERGY INVEST GROUP;300;2003;COAL;Heze City;Shandong;CHINA;17023;4;
HEZE 5;HEZE;CHINA NATL ENERGY INVEST GROUP;330;2006;COAL;Heze City;Shandong;CHINA;17023;5;
HEZE 6;HEZE;CHINA NATL ENERGY INVEST GROUP;330;2006;COAL;Heze City;Shandong;CHINA;17023;6;
HEZE HUARUN 1;HEZE HUARUN;CHINA RESOURCES POWER HOLDINGS;600;2011;COAL;Mudan Dist - Heze City;Shandong;CHINA;17059;1;
HEZE HUARUN 2;HEZE HUARUN;CHINA RESOURCES POWER HOLDINGS;600;2011;COAL;Mudan Dist - Heze City;Shandong;CHINA;17059;2;only in newer versions of database - https://wenku.baidu.com/view/0abea8586d175f0e7cd184254b35eefdc8d3152d.html
HEZE HUARUN 3;HEZE HUARUN;CHINA RESOURCES POWER HOLDINGS;600;NA;COAL;Mudan Dist - Heze City;Shandong;CHINA;NA;NA;
HEZE HUARUN 4;HEZE HUARUN;CHINA RESOURCES POWER HOLDINGS;600;NA;COAL;Mudan Dist - Heze City;Shandong;CHINA;NA;NA;
HEZHOU 1;HEZHOU;CHINA RESOURCES POWER HOLDINGS;1045;2012;COAL;Fuchuan AC - Hezhou City;Guangxi;CHINA;NA;NA;
HEZHOU 2;HEZHOU;CHINA RESOURCES POWER HOLDINGS;1045;2012;COAL;Fuchuan AC - Hezhou City;Guangxi;CHINA;NA;NA;
HOHHOT ALUMINUM 1;HOHHOT ALUMINUM;HOHHOT ALUMINUM POWER PLANT;300;2005;COAL;Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT ALUMINUM 2;HOHHOT ALUMINUM;HOHHOT ALUMINUM POWER PLANT;300;2005;COAL;Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT ALUMINUM 3;HOHHOT ALUMINUM;HOHHOT ALUMINUM POWER PLANT;300;2005;COAL;Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT ALUMINUM 4;HOHHOT ALUMINUM;HOHHOT ALUMINUM POWER PLANT;300;2005;COAL;Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT FENGTAI 1;HOHHOT FENGTAI;CITIC PACIFIC LTD;200;2001;COAL;Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT FENGTAI 2;HOHHOT FENGTAI;CITIC PACIFIC LTD;200;2002;COAL;Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT JINQIAO 1;HOHHOT JINQIAO;NORTH UNITED POWER CO LTD;300;2007;COAL;Hohhot City;Inner Mongolia;CHINA;15071;1;
HOHHOT JINQIAO 2;HOHHOT JINQIAO;NORTH UNITED POWER CO LTD;300;2007;COAL;Hohhot City;Inner Mongolia;CHINA;15071;2;
HOHHOT JINSHAN 1;HOHHOT JINSHAN;INNER MONGOLIA ENERGY INV CO;300;2009;COAL;Tumed Zuo - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT JINSHAN 2;HOHHOT JINSHAN;INNER MONGOLIA ENERGY INV CO;300;2009;COAL;Tumed Zuo - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT-1 NO 1;HOHHOT;NORTH UNITED POWER CO LTD;12;1965;COAL;West Suburbs - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT-1 NO 2;HOHHOT;NORTH UNITED POWER CO LTD;12;1966;COAL;West Suburbs - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT-1 NO 3;HOHHOT;NORTH UNITED POWER CO LTD;25;1976;COAL;West Suburbs - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT-1 NO 4;HOHHOT;NORTH UNITED POWER CO LTD;25;1974;COAL;West Suburbs - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT-1 NO 5;HOHHOT;NORTH UNITED POWER CO LTD;50;1994;COAL;West Suburbs - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT-1 NO 6;HOHHOT;NORTH UNITED POWER CO LTD;50;1994;COAL;West Suburbs - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT-2 NO 1;HOHHOT;NORTH UNITED POWER CO LTD;200;2000;COAL;West Suburbs - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT-2 NO 2;HOHHOT;NORTH UNITED POWER CO LTD;200;2000;COAL;West Suburbs - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT-2 NO 3;HOHHOT;NORTH UNITED POWER CO LTD;350;2010;COAL;West Suburbs - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HOHHOT-2 NO 4;HOHHOT;NORTH UNITED POWER CO LTD;350;2010;COAL;West Suburbs - Hohhot City;Inner Mongolia;CHINA;NA;NA;
HONGJUN ALUMINUM 01;HONGJUN ALUMINUM;HUOMEI HONGJUN ALUMINUM & POW;50;2003;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
HONGJUN ALUMINUM 02;HONGJUN ALUMINUM;HUOMEI HONGJUN ALUMINUM & POW;50;2003;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
HONGJUN ALUMINUM 03;HONGJUN ALUMINUM;HUOMEI HONGJUN ALUMINUM & POW;100;2004;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
HONGJUN ALUMINUM 04;HONGJUN ALUMINUM;HUOMEI HONGJUN ALUMINUM & POW;100;2004;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
HONGJUN ALUMINUM 05;HONGJUN ALUMINUM;HUOMEI HONGJUN ALUMINUM & POW;150;2005;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
HONGJUN ALUMINUM 06;HONGJUN ALUMINUM;HUOMEI HONGJUN ALUMINUM & POW;150;2005;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
HONGJUN ALUMINUM 07;HONGJUN ALUMINUM;HUOMEI HONGJUN ALUMINUM & POW;300;2009;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
HONGJUN ALUMINUM 08;HONGJUN ALUMINUM;HUOMEI HONGJUN ALUMINUM & POW;300;2009;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
HONGJUN ALUMINUM 11;HONGJUN ALUMINUM;HUOMEI HONGJUN ALUMINUM & POW;350;2015;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
HONGJUN ALUMINUM 12;HONGJUN ALUMINUM;HUOMEI HONGJUN ALUMINUM & POW;350;2015;COAL;Holingol County - Tongliao City;Inner Mongolia;CHINA;NA;NA;
HONGYANCHI-1 NO 01;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;25;1970;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-1 NO 02;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;25;1970;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-1 NO 03;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;25;NA;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-1 NO 04;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;25;NA;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-1 NO 05;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;55;NA;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-1 NO 06;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;55;NA;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-1 NO 07;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;50;NA;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-1 NO 08;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;50;NA;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-1 NO 09;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;110;NA;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-1 NO 10;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;330;2011;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;65001;1;
HONGYANCHI-1 NO 11;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;330;2011;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;65001;2;
HONGYANCHI-1 NO 12;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;330;NA;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-1 NO 13;HONGYANCHI-1;CHINA NATL ENERGY INVEST GROUP;330;NA;COAL;Tianshan Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-2 NO 1;HONGYANCHI-2;HUADIAN XINJIANG POWER CO LTD;200;2001;COAL;Tianshan  Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-2 NO 2;HONGYANCHI-2;HUADIAN XINJIANG POWER CO LTD;200;2001;COAL;Tianshan  Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-2 NO 3;HONGYANCHI-2;HUADIAN XINJIANG POWER CO LTD;200;2003;COAL;Tianshan  Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-2 NO 4;HONGYANCHI-2;HUADIAN XINJIANG POWER CO LTD;200;2003;COAL;Tianshan  Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-2 NO 5;HONGYANCHI-2;HUADIAN XINJIANG POWER CO LTD;330;NA;COAL;Tianshan  Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANCHI-2 NO 6;HONGYANCHI-2;HUADIAN XINJIANG POWER CO LTD;330;NA;COAL;Tianshan  Dist - Urumqi City;Xinjiang;CHINA;NA;NA;
HONGYANG LIANYUNGANG 1;HONGYANG LIANYUNGANG;SHENGHONG SINOPEC LIANYUNGANG;40;2015;COAL;Xuwei New Area - Lianyungang City;Jiangsu;CHINA;NA;NA;
HONGYANG LIANYUNGANG 2;HONGYANG LIANYUNGANG;SHENGHONG SINOPEC LIANYUNGANG;40;2015;COAL;Xuwei New Area - Lianyungang City;Jiangsu;CHINA;NA;NA;
HONGYANG LIANYUNGANG 3;HONGYANG LIANYUNGANG;SHENGHONG SINOPEC LIANYUNGANG;40;2015;COAL;Xuwei New Area - Lianyungang City;Jiangsu;CHINA;NA;NA;
HONGYANG NENGYUAN 1;HONGYANG NENGYUAN;LIAONING HONGYANG ENERGY RES;300;2010;COAL;Xima Town - Liaoyang City;Liaoning;CHINA;NA;NA;
HONGYANG NENGYUAN 2;HONGYANG NENGYUAN;LIAONING HONGYANG ENERGY RES;300;2010;COAL;Xima Town - Liaoyang City;Liaoning;CHINA;NA;NA;
HOUSHI 1;HOUSHI;HUAYANG ELECTRIC POWER CO LTD;600;1998;COAL;Zhangzhou Prefecture - Longhai City;Fujian;CHINA;NA;NA;
HOUSHI 2;HOUSHI;HUAYANG ELECTRIC POWER CO LTD;600;2000;COAL;Zhangzhou Prefecture - Longhai City;Fujian;CHINA;NA;NA;
HOUSHI 3;HOUSHI;HUAYANG ELECTRIC POWER CO LTD;600;2001;COAL;Zhangzhou Prefecture - Longhai City;Fujian;CHINA;NA;NA;
HOUSHI 4;HOUSHI;HUAYANG ELECTRIC POWER CO LTD;600;2002;COAL;Zhangzhou Prefecture - Longhai City;Fujian;CHINA;NA;NA;
HOUSHI 5;HOUSHI;HUAYANG ELECTRIC POWER CO LTD;600;2003;COAL;Zhangzhou Prefecture - Longhai City;Fujian;CHINA;NA;NA;
HOUSHI 6;HOUSHI;HUAYANG ELECTRIC POWER CO LTD;600;2004;COAL;Zhangzhou Prefecture - Longhai City;Fujian;CHINA;NA;NA;
HUA FENG 1;HUA FENG;PEAK PACIFIC INVESTMENT CO;6;2002;COAL;Taian City;Shandong;CHINA;NA;NA;
HUA FENG 2;HUA FENG;PEAK PACIFIC INVESTMENT CO;6;2002;COAL;Taian City;Shandong;CHINA;NA;NA;
HUA FENG 3;HUA FENG;PEAK PACIFIC INVESTMENT CO;25;2002;COAL;Taian City;Shandong;CHINA;NA;NA;
HUADIAN ANKANG 1;HUADIAN ANKANG;HUADIAN SHAANXI ENERGY CO;660;NA;COAL;Shiquan County - Ankang City;Shaanxi;CHINA;NA;NA;
HUADIAN ANKANG 2;HUADIAN ANKANG;HUADIAN SHAANXI ENERGY CO;660;NA;COAL;Shiquan County - Ankang City;Shaanxi;CHINA;NA;NA;
HUADIAN BAOTOU 1;HUADIAN BAOTOU;HUADIAN BAOTOU POWER CO;600;2006;COAL;Baotou City;Inner Mongolia;CHINA;15035;1;
HUADIAN BAOTOU 2;HUADIAN BAOTOU;HUADIAN BAOTOU POWER CO;600;2007;COAL;Baotou City;Inner Mongolia;CHINA;15035;2;
HUADIAN CAOFEIDIAN 1;HUADIAN CAOFEIDIAN;HUADIAN POWER INTL CORP;1000;NA;COAL;Caofeidian Dist - Tangshan City;Hebei;CHINA;NA;NA;
HUADIAN CAOFEIDIAN 2;HUADIAN CAOFEIDIAN;HUADIAN POWER INTL CORP;1000;NA;COAL;Caofeidian Dist - Tangshan City;Hebei;CHINA;NA;NA;
HUADIAN CAOFEIDIAN 3;HUADIAN CAOFEIDIAN;HUADIAN POWER INTL CORP;1000;NA;COAL;Caofeidian Dist - Tangshan City;Hebei;CHINA;NA;NA;
HUADIAN CAOFEIDIAN 4;HUADIAN CAOFEIDIAN;HUADIAN POWER INTL CORP;1000;NA;COAL;Caofeidian Dist - Tangshan City;Hebei;CHINA;NA;NA;
HUADIAN CHANGDE 1;HUADIAN CHANGDE;HUADIAN POWER INTL CORP;660;2015;COAL;Wuling Dist - Changde Prefecture;Hunan;CHINA;NA;NA;
HUADIAN CHANGDE 2;HUADIAN CHANGDE;HUADIAN POWER INTL CORP;660;2015;COAL;Wuling Dist - Changde Prefecture;Hunan;CHINA;NA;NA;
HUADIAN CHANGJI-I NO 1;HUADIAN CHANGJI-I;HUADIAN XINJIANG POWER CO LTD;125;2006;COAL;Changji City - Changji Hui AP;Xinjiang;CHINA;NA;NA;
HUADIAN CHANGJI-I NO 2;HUADIAN CHANGJI-I;HUADIAN XINJIANG POWER CO LTD;125;2006;COAL;Changji City - Changji Hui AP;Xinjiang;CHINA;NA;NA;
HUADIAN CHANGJI-II NO 1;HUADIAN CHANGJI-II;HUADIAN XINJIANG POWER CO LTD;330;2011;COAL;Changji City - Changji Hui AP;Xinjiang;CHINA;65043;1;assumption based on correct numbering of later units
HUADIAN CHANGJI-II NO 2;HUADIAN CHANGJI-II;HUADIAN XINJIANG POWER CO LTD;330;2011;COAL;Changji City - Changji Hui AP;Xinjiang;CHINA;65043;2;
HUADIAN CHANGSHA 1;HUADIAN CHANGSHA;HUADIAN POWER INTL CORP;600;2007;COAL;Wangcheng County - Changsha City;Hunan;CHINA;43024;1;
HUADIAN CHANGSHA 2;HUADIAN CHANGSHA;HUADIAN POWER INTL CORP;600;2007;COAL;Wangcheng County - Changsha City;Hunan;CHINA;43024;2;
HUADIAN FENGJIE 1;HUADIAN FENGJIE;HUADIAN POWER INTL CORP;600;2016;COAL;Fengjie County - Chongqing City;Chongqing;CHINA;NA;NA;
HUADIAN FENGJIE 2;HUADIAN FENGJIE;HUADIAN POWER INTL CORP;600;2016;COAL;Fengjie County - Chongqing City;Chongqing;CHINA;NA;NA;
HUADIAN GUIGANG 1;HUADIAN GUIGANG;CHINA HUADIAN GROUP CORP;600;2006;COAL;Gangbei  Dist - Guigang City;Guangxi;CHINA;NA;NA;
HUADIAN GUIGANG 2;HUADIAN GUIGANG;CHINA HUADIAN GROUP CORP;600;2006;COAL;Gangbei  Dist - Guigang City;Guangxi;CHINA;NA;NA;
HUADIAN GUIGANG 3;HUADIAN GUIGANG;CHINA HUADIAN GROUP CORP;660;NA;COAL;Gangbei  Dist - Guigang City;Guangxi;CHINA;NA;NA;
HUADIAN GUIGANG 4;HUADIAN GUIGANG;CHINA HUADIAN GROUP CORP;660;NA;COAL;Gangbei  Dist - Guigang City;Guangxi;CHINA;NA;NA;
HUADIAN JIANGLING 1;HUADIAN JIANGLING;CHINA HUADIAN GROUP CORP;660;2017;COAL;Jiangling County - Jingzhou City;Hubei;CHINA;NA;NA;
HUADIAN JIANGLING 2;HUADIAN JIANGLING;CHINA HUADIAN GROUP CORP;660;2018;COAL;Jiangling County - Jingzhou City;Hubei;CHINA;NA;NA;
HUADIAN JIANGLING 3;HUADIAN JIANGLING;CHINA HUADIAN GROUP CORP;1000;NA;COAL;Jiangling County - Jingzhou City;Hubei;CHINA;NA;NA;
HUADIAN JIANGLING 4;HUADIAN JIANGLING;CHINA HUADIAN GROUP CORP;1000;NA;COAL;Jiangling County - Jingzhou City;Hubei;CHINA;NA;NA;
HUADIAN JURONG 1;HUADIAN JURONG;JIANGSU HUADIAN JURONG POW CO;1000;2013;COAL;Jurong County - Zhenjiang City;Jiangsu;CHINA;NA;NA;
HUADIAN JURONG 2;HUADIAN JURONG;JIANGSU HUADIAN JURONG POW CO;1000;2013;COAL;Jurong County - Zhenjiang City;Jiangsu;CHINA;NA;NA;
HUADIAN JURONG 3;HUADIAN JURONG;JIANGSU HUADIAN JURONG POW CO;1000;2018;COAL;Jurong County - Zhenjiang City;Jiangsu;CHINA;NA;NA;
HUADIAN JURONG 4;HUADIAN JURONG;JIANGSU HUADIAN JURONG POW CO;1000;2019;COAL;Jurong County - Zhenjiang City;Jiangsu;CHINA;NA;NA;
HUADIAN LAIZHOU 1;HUADIAN LAIZHOU;HUADIAN POWER INTL CORP;1039;2012;COAL;Laizhou Couny - Yantai City;Shandong;CHINA;NA;NA;
HUADIAN LAIZHOU 2;HUADIAN LAIZHOU;HUADIAN POWER INTL CORP;1039;2012;COAL;Laizhou Couny - Yantai City;Shandong;CHINA;NA;NA;
HUADIAN LAIZHOU 3;HUADIAN LAIZHOU;HUADIAN POWER INTL CORP;1039;NA;COAL;Laizhou Couny - Yantai City;Shandong;CHINA;NA;NA;
HUADIAN LAIZHOU 4;HUADIAN LAIZHOU;HUADIAN POWER INTL CORP;1039;NA;COAL;Laizhou Couny - Yantai City;Shandong;CHINA;NA;NA;
HUADIAN LU'AN 1;HUADIAN LU'AN;CHINA HUADIAN GROUP CORP;135;2006;COAL;Yu'an Dist - Lu'an City;Anhui;CHINA;34032;1;
HUADIAN LU'AN 2;HUADIAN LU'AN;CHINA HUADIAN GROUP CORP;135;2006;COAL;Yu'an Dist - Lu'an City;Anhui;CHINA;34032;2;
HUADIAN LU'AN 3;HUADIAN LU'AN;CHINA HUADIAN GROUP CORP;660;2014;COAL;Yu'an Dist - Lu'an City;Anhui;CHINA;34032;3;inferred from earlier units
HUADIAN LU'AN 4;HUADIAN LU'AN;CHINA HUADIAN GROUP CORP;660;2014;COAL;Yu'an Dist - Lu'an City;Anhui;CHINA;34032;4;inferred from earlier units
HUADIAN LU'AN 5;HUADIAN LU'AN;CHINA HUADIAN GROUP CORP;1000;NA;COAL;Yu'an Dist - Lu'an City;Anhui;CHINA;NA;NA;
HUADIAN LU'AN 6;HUADIAN LU'AN;CHINA HUADIAN GROUP CORP;1000;NA;COAL;Yu'an Dist - Lu'an City;Anhui;CHINA;NA;NA;
HUADIAN LUHUA 1;HUADIAN LUHUA;HEBEI HUADIAN SHIJIAZHUANG TPC;330;2011;COAL;Yuhua Dist - Shijiazhuang City;Hebei;CHINA;13053;1;
HUADIAN LUHUA 2;HUADIAN LUHUA;HEBEI HUADIAN SHIJIAZHUANG TPC;330;2011;COAL;Yuhua Dist - Shijiazhuang City;Hebei;CHINA;13053;2;
HUADIAN LUHUA 3;HUADIAN LUHUA;HEBEI HUADIAN SHIJIAZHUANG TPC;350;NA;COAL;Yuhua Dist - Shijiazhuang City;Hebei;CHINA;NA;NA;
HUADIAN LUHUA 4;HUADIAN LUHUA;HEBEI HUADIAN SHIJIAZHUANG TPC;350;NA;COAL;Yuhua Dist - Shijiazhuang City;Hebei;CHINA;NA;NA;
HUADIAN LUOHE 1;HUADIAN LUOHE;HUADIAN POWER INTL CORP;300;2010;COAL;Luohe City;Henan;CHINA;41105;1;
HUADIAN LUOHE 2;HUADIAN LUOHE;HUADIAN POWER INTL CORP;300;2010;COAL;Luohe City;Henan;CHINA;41105;2;
HUADIAN NANXIONG 1;HUADIAN NANXIONG;CHINA HUADIAN GROUP CORP;350;2018;COAL;Nanxiong County - Shaoguan City;Guangdong;CHINA;NA;NA;
HUADIAN NANXIONG 2;HUADIAN NANXIONG;CHINA HUADIAN GROUP CORP;350;2019;COAL;Nanxiong County - Shaoguan City;Guangdong;CHINA;NA;NA;
HUADIAN SHIJIAZHUANG 01;HUADIAN SHIJIAZHUANG;HEBEI HUADIAN SHIJIAZHUANG TPC;125;2003;COAL;Yuhua Dist - Shijiazhuang City;Hebei;CHINA;NA;NA;
HUADIAN SHIJIAZHUANG 02;HUADIAN SHIJIAZHUANG;HEBEI HUADIAN SHIJIAZHUANG TPC;125;2003;COAL;Yuhua Dist - Shijiazhuang City;Hebei;CHINA;NA;NA;
HUADIAN SHIJIAZHUANG 03;HUADIAN SHIJIAZHUANG;HEBEI HUADIAN SHIJIAZHUANG TPC;125;2003;COAL;Yuhua Dist - Shijiazhuang City;Hebei;CHINA;NA;NA;
HUADIAN SHIJIAZHUANG 04;HUADIAN SHIJIAZHUANG;HEBEI HUADIAN SHIJIAZHUANG TPC;125;2003;COAL;Yuhua Dist - Shijiazhuang City;Hebei;CHINA;NA;NA;
HUADIAN SHIJIAZHUANG 05;HUADIAN SHIJIAZHUANG;HEBEI HUADIAN SHIJIAZHUANG TPC;300;2009;COAL;Yuhua Dist - Shijiazhuang City;Hebei;CHINA;13040;1;
HUADIAN SHIJIAZHUANG 06;HUADIAN SHIJIAZHUANG;HEBEI HUADIAN SHIJIAZHUANG TPC;300;2009;COAL;Yuhua Dist - Shijiazhuang City;Hebei;CHINA;13040;2;
HUADIAN SHIMEN 1;HUADIAN SHIMEN;HUADIAN POWER INTL CORP;300;1996;COAL;Shimen County - Changde City;Hunan;CHINA;43011;1;
HUADIAN SHIMEN 2;HUADIAN SHIMEN;HUADIAN POWER INTL CORP;300;1996;COAL;Shimen County - Changde City;Hunan;CHINA;43011;2;
HUADIAN SHIMEN 3;HUADIAN SHIMEN;HUADIAN POWER INTL CORP;300;2005;COAL;Shimen County - Changde City;Hunan;CHINA;NA;NA;unsure - removed
HUADIAN SHIMEN 4;HUADIAN SHIMEN;HUADIAN POWER INTL CORP;300;2006;COAL;Shimen County - Changde City;Hunan;CHINA;NA;NA;unsure - removed
HUADIAN SHUOZHOU 1;HUADIAN SHUOZHOU;CHINA HUADIAN GROUP CORP;350;2015;COAL;Muzhai EDD - Shuozhou City;Shanxi;CHINA;NA;NA;
HUADIAN SHUOZHOU 2;HUADIAN SHUOZHOU;CHINA HUADIAN GROUP CORP;350;2015;COAL;Muzhai EDD - Shuozhou City;Shanxi;CHINA;NA;NA;
HUADIAN SUZHOU 1;HUADIAN SUZHOU;CHINA HUADIAN GROUP CORP;630;2007;COAL;Xiangcheng Dist - Suzhou City;Anhui;CHINA;34025;1;
HUADIAN SUZHOU 2;HUADIAN SUZHOU;CHINA HUADIAN GROUP CORP;630;2007;COAL;Xiangcheng Dist - Suzhou City;Anhui;CHINA;34025;2;
HUADIAN TURPAN 1;HUADIAN TURPAN;HUADIAN XINJIANG POWER CO LTD;12;1986;COAL;Toksun County - Hami City;Xinjiang;CHINA;NA;NA;
HUADIAN TURPAN 2;HUADIAN TURPAN;HUADIAN XINJIANG POWER CO LTD;12;1987;COAL;Toksun County - Hami City;Xinjiang;CHINA;NA;NA;
HUADIAN TURPAN 3;HUADIAN TURPAN;HUADIAN XINJIANG POWER CO LTD;25;1996;COAL;Toksun County - Hami City;Xinjiang;CHINA;NA;NA;
HUADIAN TURPAN 4;HUADIAN TURPAN;HUADIAN XINJIANG POWER CO LTD;25;1997;COAL;Toksun County - Hami City;Xinjiang;CHINA;NA;NA;
HUADIAN TURPAN 5;HUADIAN TURPAN;HUADIAN XINJIANG POWER CO LTD;135;2006;COAL;Toksun County - Hami City;Xinjiang;CHINA;NA;NA;
HUADIAN TURPAN 6;HUADIAN TURPAN;HUADIAN XINJIANG POWER CO LTD;135;2006;COAL;Toksun County - Hami City;Xinjiang;CHINA;NA;NA;
HUADIAN WANGTING 3;HUADIAN WANGTING;CHINA HUADIAN GROUP CORP;300;1996;COAL;Xiangcheng Dist - Suzhou City;Jiangsu;CHINA;32006;1;assumption based on correct numbering of later units
HUADIAN WANGTING 4;HUADIAN WANGTING;CHINA HUADIAN GROUP CORP;300;1996;COAL;Xiangcheng Dist - Suzhou City;Jiangsu;CHINA;32006;2;assumption based on correct numbering of later units
